ind,Province/State,Country/Region,Lat,Long,datetime,confirmed_case
538,Liaoning,Mainland China,41.292840000000005,122.6086,2020-01-29,39.0
539,Ningxia,Mainland China,37.26923,106.1655,2020-01-29,12.0
540,Qinghai,Mainland China,35.65945,96.02564,2020-01-29,6.0
541,Shaanxi,Mainland China,35.19165,108.8701,2020-01-29,56.0
542,Shandong,Mainland China,36.34377,118.1529,2020-01-29,145.0
543,Shanghai,Mainland China,31.20327,121.4554,2020-01-29,101.0
544,Shanxi,Mainland China,37.577690000000004,112.2922,2020-01-29,35.0
545,Sichuan,Mainland China,30.617140000000003,102.7103,2020-01-29,142.0
546,Tianjin,Mainland China,39.293620000000004,117.333,2020-01-29,27.0
547,Tibet,Mainland China,30.1534,88.7879,2020-01-29,1.0
548,Xinjiang,Mainland China,41.11981,85.17822,2020-01-29,14.0
549,Yunnan,Mainland China,24.97411,101.4868,2020-01-29,55.0
550,Zhejiang,Mainland China,29.182509999999997,120.0985,2020-01-29,428.0
551,,Thailand,13.7563,100.5018,2020-01-29,14.0
552,,Japan,35.6762,139.6503,2020-01-29,11.0
553,,South Korea,37.5665,126.978,2020-01-29,4.0
554,Taiwan,Taiwan,23.6978,120.9605,2020-01-29,8.0
555,Washington,US,47.7511,-120.74,2020-01-29,1.0
556,Illinois,US,40.6331,-89.3985,2020-01-29,1.0
557,California,US,36.7783,-119.41799999999999,2020-01-29,2.0
558,Arizona,US,34.0489,-111.094,2020-01-29,1.0
559,Macau,Macau,22.1987,113.5439,2020-01-29,7.0
560,Hong Kong,Hong Kong,22.3193,114.1694,2020-01-29,10.0
561,,Singapore,1.3521,103.8198,2020-01-29,10.0
562,,Vietnam,21.0278,105.8342,2020-01-29,2.0
563,,France,46.2276,2.2137,2020-01-29,5.0
564,,Nepal,28.3949,84.124,2020-01-29,1.0
565,,Malaysia,4.2105,101.9758,2020-01-29,7.0
566,Ontario,Canada,43.6532,-79.3832,2020-01-29,2.0
567,British Columbia,Canada,49.2827,-123.12100000000001,2020-01-29,1.0
568,New South Wales,Australia,-33.8688,151.2093,2020-01-29,4.0
569,Victoria,Australia,-37.8136,144.9631,2020-01-29,2.0
570,Queensland,Australia,-27.4698,153.0251,2020-01-29,1.0
571,,Cambodia,12.5657,104.991,2020-01-29,1.0
572,,Sri Lanka,7.8731,80.7718,2020-01-29,1.0
573,Bavaria,Germany,51.1657,10.4515,2020-01-29,4.0
574,,Finland,61.9241,25.7482,2020-01-29,1.0
575,,United Arab Emirates,23.4241,53.8478,2020-01-29,4.0
576,,Philippines,12.8797,121.774,2020-01-29,1.0
577,,India,20.5937,78.9629,2020-01-29,1.0
585,Anhui,Mainland China,31.825709999999997,117.2264,2020-01-30,200.0
586,Beijing,Mainland China,40.18238,116.4142,2020-01-30,114.0
587,Chongqing,Mainland China,30.05718,107.874,2020-01-30,182.0
588,Fujian,Mainland China,26.07783,117.9895,2020-01-30,101.0
589,Gansu,Mainland China,36.0611,103.8343,2020-01-30,26.0
590,Guangdong,Mainland China,23.33841,113.42200000000001,2020-01-30,354.0
591,Guangxi,Mainland China,23.829079999999998,108.7881,2020-01-30,78.0
592,Guizhou,Mainland China,26.81536,106.8748,2020-01-30,12.0
593,Hainan,Mainland China,19.19673,109.7455,2020-01-30,46.0
594,Hebei,Mainland China,38.0428,114.5149,2020-01-30,65.0
595,Heilongjiang,Mainland China,47.861999999999995,127.7622,2020-01-30,44.0
596,Henan,Mainland China,33.882020000000004,113.61399999999999,2020-01-30,278.0
597,Hubei,Mainland China,30.975640000000002,112.2707,2020-01-30,4903.0
598,Hunan,Mainland China,27.610409999999998,111.7088,2020-01-30,277.0
599,Inner Mongolia,Mainland China,44.09448,113.9456,2020-01-30,19.0
600,Jiangsu,Mainland China,32.97027,119.464,2020-01-30,129.0
601,Jiangxi,Mainland China,27.614009999999997,115.7221,2020-01-30,162.0
602,Jilin,Mainland China,43.66657,126.1917,2020-01-30,14.0
603,Liaoning,Mainland China,41.292840000000005,122.6086,2020-01-30,41.0
604,Ningxia,Mainland China,37.26923,106.1655,2020-01-30,17.0
605,Qinghai,Mainland China,35.65945,96.02564,2020-01-30,8.0
606,Shaanxi,Mainland China,35.19165,108.8701,2020-01-30,63.0
607,Shandong,Mainland China,36.34377,118.1529,2020-01-30,158.0
608,Shanghai,Mainland China,31.20327,121.4554,2020-01-30,112.0
609,Shanxi,Mainland China,37.577690000000004,112.2922,2020-01-30,35.0
610,Sichuan,Mainland China,30.617140000000003,102.7103,2020-01-30,142.0
611,Tianjin,Mainland China,39.293620000000004,117.333,2020-01-30,31.0
612,Tibet,Mainland China,30.1534,88.7879,2020-01-30,1.0
613,Xinjiang,Mainland China,41.11981,85.17822,2020-01-30,14.0
614,Yunnan,Mainland China,24.97411,101.4868,2020-01-30,70.0
615,Zhejiang,Mainland China,29.182509999999997,120.0985,2020-01-30,428.0
616,,Thailand,13.7563,100.5018,2020-01-30,14.0
617,,Japan,35.6762,139.6503,2020-01-30,11.0
618,,South Korea,37.5665,126.978,2020-01-30,4.0
619,Taiwan,Taiwan,23.6978,120.9605,2020-01-30,9.0
620,Washington,US,47.7511,-120.74,2020-01-30,1.0
621,Illinois,US,40.6331,-89.3985,2020-01-30,1.0
622,California,US,36.7783,-119.41799999999999,2020-01-30,2.0
623,Arizona,US,34.0489,-111.094,2020-01-30,1.0
624,Macau,Macau,22.1987,113.5439,2020-01-30,7.0
625,Hong Kong,Hong Kong,22.3193,114.1694,2020-01-30,10.0
626,,Singapore,1.3521,103.8198,2020-01-30,10.0
627,,Vietnam,21.0278,105.8342,2020-01-30,2.0
628,,France,46.2276,2.2137,2020-01-30,5.0
629,,Nepal,28.3949,84.124,2020-01-30,1.0
630,,Malaysia,4.2105,101.9758,2020-01-30,8.0
631,Ontario,Canada,43.6532,-79.3832,2020-01-30,2.0
632,British Columbia,Canada,49.2827,-123.12100000000001,2020-01-30,1.0
633,New South Wales,Australia,-33.8688,151.2093,2020-01-30,4.0
634,Victoria,Australia,-37.8136,144.9631,2020-01-30,3.0
635,Queensland,Australia,-27.4698,153.0251,2020-01-30,2.0
636,,Cambodia,12.5657,104.991,2020-01-30,1.0
637,,Sri Lanka,7.8731,80.7718,2020-01-30,1.0
638,Bavaria,Germany,51.1657,10.4515,2020-01-30,4.0
639,,Finland,61.9241,25.7482,2020-01-30,1.0
640,,United Arab Emirates,23.4241,53.8478,2020-01-30,4.0
641,,Philippines,12.8797,121.774,2020-01-30,1.0
642,,India,20.5937,78.9629,2020-01-30,1.0
650,Anhui,Mainland China,31.825709999999997,117.2264,2020-01-31,237.0
651,Beijing,Mainland China,40.18238,116.4142,2020-01-31,139.0
652,Chongqing,Mainland China,30.05718,107.874,2020-01-31,238.0
653,Fujian,Mainland China,26.07783,117.9895,2020-01-31,120.0
654,Gansu,Mainland China,36.0611,103.8343,2020-01-31,35.0
655,Guangdong,Mainland China,23.33841,113.42200000000001,2020-01-31,436.0
656,Guangxi,Mainland China,23.829079999999998,108.7881,2020-01-31,88.0
657,Guizhou,Mainland China,26.81536,106.8748,2020-01-31,29.0
658,Hainan,Mainland China,19.19673,109.7455,2020-01-31,58.0
659,Hebei,Mainland China,38.0428,114.5149,2020-01-31,96.0
660,Heilongjiang,Mainland China,47.861999999999995,127.7622,2020-01-31,59.0
661,Henan,Mainland China,33.882020000000004,113.61399999999999,2020-01-31,352.0
662,Hubei,Mainland China,30.975640000000002,112.2707,2020-01-31,7153.0
663,Hunan,Mainland China,27.610409999999998,111.7088,2020-01-31,332.0
664,Inner Mongolia,Mainland China,44.09448,113.9456,2020-01-31,20.0
665,Jiangsu,Mainland China,32.97027,119.464,2020-01-31,168.0
666,Jiangxi,Mainland China,27.614009999999997,115.7221,2020-01-31,240.0
667,Jilin,Mainland China,43.66657,126.1917,2020-01-31,14.0
668,Liaoning,Mainland China,41.292840000000005,122.6086,2020-01-31,60.0
669,Ningxia,Mainland China,37.26923,106.1655,2020-01-31,21.0
670,Qinghai,Mainland China,35.65945,96.02564,2020-01-31,8.0
671,Shaanxi,Mainland China,35.19165,108.8701,2020-01-31,87.0
672,Shandong,Mainland China,36.34377,118.1529,2020-01-31,184.0
673,Shanghai,Mainland China,31.20327,121.4554,2020-01-31,153.0
674,Shanxi,Mainland China,37.577690000000004,112.2922,2020-01-31,47.0
675,Sichuan,Mainland China,30.617140000000003,102.7103,2020-01-31,177.0
676,Tianjin,Mainland China,39.293620000000004,117.333,2020-01-31,32.0
677,Tibet,Mainland China,30.1534,88.7879,2020-01-31,1.0
678,Xinjiang,Mainland China,41.11981,85.17822,2020-01-31,17.0
679,Yunnan,Mainland China,24.97411,101.4868,2020-01-31,83.0
680,Zhejiang,Mainland China,29.182509999999997,120.0985,2020-01-31,537.0
681,,Thailand,13.7563,100.5018,2020-01-31,19.0
682,,Japan,35.6762,139.6503,2020-01-31,17.0
683,,South Korea,37.5665,126.978,2020-01-31,11.0
684,Taiwan,Taiwan,23.6978,120.9605,2020-01-31,10.0
685,Washington,US,47.7511,-120.74,2020-01-31,1.0
686,Illinois,US,40.6331,-89.3985,2020-01-31,2.0
687,California,US,36.7783,-119.41799999999999,2020-01-31,3.0
688,Arizona,US,34.0489,-111.094,2020-01-31,1.0
689,Macau,Macau,22.1987,113.5439,2020-01-31,7.0
690,Hong Kong,Hong Kong,22.3193,114.1694,2020-01-31,13.0
691,,Singapore,1.3521,103.8198,2020-01-31,16.0
692,,Vietnam,21.0278,105.8342,2020-01-31,2.0
693,,France,46.2276,2.2137,2020-01-31,6.0
694,,Nepal,28.3949,84.124,2020-01-31,1.0
695,,Malaysia,4.2105,101.9758,2020-01-31,8.0
696,Ontario,Canada,43.6532,-79.3832,2020-01-31,2.0
697,British Columbia,Canada,49.2827,-123.12100000000001,2020-01-31,1.0
698,New South Wales,Australia,-33.8688,151.2093,2020-01-31,4.0
699,Victoria,Australia,-37.8136,144.9631,2020-01-31,3.0
700,Queensland,Australia,-27.4698,153.0251,2020-01-31,2.0
701,,Cambodia,12.5657,104.991,2020-01-31,1.0
702,,Sri Lanka,7.8731,80.7718,2020-01-31,1.0
703,Bavaria,Germany,51.1657,10.4515,2020-01-31,7.0
704,,Finland,61.9241,25.7482,2020-01-31,1.0
705,,United Arab Emirates,23.4241,53.8478,2020-01-31,4.0
706,,Philippines,12.8797,121.774,2020-01-31,1.0
707,,India,20.5937,78.9629,2020-01-31,1.0
708,,Italy,41.8719,12.5674,2020-01-31,2.0
709,,UK,55.3781,-3.4360000000000004,2020-01-31,2.0
710,,Russia,61.523999999999994,105.3188,2020-01-31,2.0
711,,Sweden,60.1282,18.6435,2020-01-31,1.0
715,Anhui,Mainland China,31.825709999999997,117.2264,2020-02-01,297.0
716,Beijing,Mainland China,40.18238,116.4142,2020-02-01,168.0
717,Chongqing,Mainland China,30.05718,107.874,2020-02-01,247.0
718,Fujian,Mainland China,26.07783,117.9895,2020-02-01,144.0
719,Gansu,Mainland China,36.0611,103.8343,2020-02-01,35.0
720,Guangdong,Mainland China,23.33841,113.42200000000001,2020-02-01,535.0
721,Guangxi,Mainland China,23.829079999999998,108.7881,2020-02-01,100.0
722,Guizhou,Mainland China,26.81536,106.8748,2020-02-01,29.0
723,Hainan,Mainland China,19.19673,109.7455,2020-02-01,62.0
724,Hebei,Mainland China,38.0428,114.5149,2020-02-01,96.0
725,Heilongjiang,Mainland China,47.861999999999995,127.7622,2020-02-01,80.0
726,Henan,Mainland China,33.882020000000004,113.61399999999999,2020-02-01,422.0
727,Hubei,Mainland China,30.975640000000002,112.2707,2020-02-01,7153.0
728,Hunan,Mainland China,27.610409999999998,111.7088,2020-02-01,389.0
729,Inner Mongolia,Mainland China,44.09448,113.9456,2020-02-01,23.0
730,Jiangsu,Mainland China,32.97027,119.464,2020-02-01,202.0
731,Jiangxi,Mainland China,27.614009999999997,115.7221,2020-02-01,286.0
732,Jilin,Mainland China,43.66657,126.1917,2020-02-01,17.0
733,Liaoning,Mainland China,41.292840000000005,122.6086,2020-02-01,63.0
734,Ningxia,Mainland China,37.26923,106.1655,2020-02-01,26.0
735,Qinghai,Mainland China,35.65945,96.02564,2020-02-01,9.0
736,Shaanxi,Mainland China,35.19165,108.8701,2020-02-01,101.0
737,Shandong,Mainland China,36.34377,118.1529,2020-02-01,206.0
738,Shanghai,Mainland China,31.20327,121.4554,2020-02-01,169.0
739,Shanxi,Mainland China,37.577690000000004,112.2922,2020-02-01,47.0
740,Sichuan,Mainland China,30.617140000000003,102.7103,2020-02-01,207.0
741,Tianjin,Mainland China,39.293620000000004,117.333,2020-02-01,38.0
742,Tibet,Mainland China,30.1534,88.7879,2020-02-01,1.0
743,Xinjiang,Mainland China,41.11981,85.17822,2020-02-01,18.0
744,Yunnan,Mainland China,24.97411,101.4868,2020-02-01,91.0
745,Zhejiang,Mainland China,29.182509999999997,120.0985,2020-02-01,599.0
746,,Thailand,13.7563,100.5018,2020-02-01,19.0
747,,Japan,35.6762,139.6503,2020-02-01,17.0
748,,South Korea,37.5665,126.978,2020-02-01,12.0
749,Taiwan,Taiwan,23.6978,120.9605,2020-02-01,10.0
750,Washington,US,47.7511,-120.74,2020-02-01,1.0
751,Illinois,US,40.6331,-89.3985,2020-02-01,2.0
752,California,US,36.7783,-119.41799999999999,2020-02-01,3.0
753,Arizona,US,34.0489,-111.094,2020-02-01,1.0
754,Macau,Macau,22.1987,113.5439,2020-02-01,7.0
755,Hong Kong,Hong Kong,22.3193,114.1694,2020-02-01,13.0
756,,Singapore,1.3521,103.8198,2020-02-01,18.0
757,,Vietnam,21.0278,105.8342,2020-02-01,6.0
758,,France,46.2276,2.2137,2020-02-01,6.0
759,,Nepal,28.3949,84.124,2020-02-01,1.0
760,,Malaysia,4.2105,101.9758,2020-02-01,8.0
761,Ontario,Canada,43.6532,-79.3832,2020-02-01,3.0
762,British Columbia,Canada,49.2827,-123.12100000000001,2020-02-01,1.0
763,New South Wales,Australia,-33.8688,151.2093,2020-02-01,4.0
764,Victoria,Australia,-37.8136,144.9631,2020-02-01,4.0
765,Queensland,Australia,-27.4698,153.0251,2020-02-01,2.0
766,,Cambodia,12.5657,104.991,2020-02-01,1.0
767,,Sri Lanka,7.8731,80.7718,2020-02-01,1.0
768,Bavaria,Germany,51.1657,10.4515,2020-02-01,7.0
769,,Finland,61.9241,25.7482,2020-02-01,1.0
770,,United Arab Emirates,23.4241,53.8478,2020-02-01,4.0
771,,Philippines,12.8797,121.774,2020-02-01,1.0
772,,India,20.5937,78.9629,2020-02-01,1.0
773,,Italy,41.8719,12.5674,2020-02-01,2.0
774,,UK,55.3781,-3.4360000000000004,2020-02-01,2.0
775,,Russia,61.523999999999994,105.3188,2020-02-01,2.0
776,,Sweden,60.1282,18.6435,2020-02-01,1.0
777,,Spain,40.4637,-3.7492,2020-02-01,1.0
778,South Australia,Australia,-34.9285,138.6007,2020-02-01,2.0
780,Anhui,Mainland China,31.825709999999997,117.2264,2020-02-02,408.0
781,Beijing,Mainland China,40.18238,116.4142,2020-02-02,191.0
782,Chongqing,Mainland China,30.05718,107.874,2020-02-02,300.0
783,Fujian,Mainland China,26.07783,117.9895,2020-02-02,159.0
784,Gansu,Mainland China,36.0611,103.8343,2020-02-02,51.0
785,Guangdong,Mainland China,23.33841,113.42200000000001,2020-02-02,683.0
786,Guangxi,Mainland China,23.829079999999998,108.7881,2020-02-02,127.0
787,Guizhou,Mainland China,26.81536,106.8748,2020-02-02,46.0
788,Hainan,Mainland China,19.19673,109.7455,2020-02-02,71.0
789,Hebei,Mainland China,38.0428,114.5149,2020-02-02,113.0
790,Heilongjiang,Mainland China,47.861999999999995,127.7622,2020-02-02,95.0
791,Henan,Mainland China,33.882020000000004,113.61399999999999,2020-02-02,566.0
792,Hubei,Mainland China,30.975640000000002,112.2707,2020-02-02,11177.0
793,Hunan,Mainland China,27.610409999999998,111.7088,2020-02-02,521.0
794,Inner Mongolia,Mainland China,44.09448,113.9456,2020-02-02,27.0
795,Jiangsu,Mainland China,32.97027,119.464,2020-02-02,271.0
796,Jiangxi,Mainland China,27.614009999999997,115.7221,2020-02-02,391.0
797,Jilin,Mainland China,43.66657,126.1917,2020-02-02,31.0
798,Liaoning,Mainland China,41.292840000000005,122.6086,2020-02-02,70.0
799,Ningxia,Mainland China,37.26923,106.1655,2020-02-02,28.0
800,Qinghai,Mainland China,35.65945,96.02564,2020-02-02,11.0
801,Shaanxi,Mainland China,35.19165,108.8701,2020-02-02,116.0
802,Shandong,Mainland China,36.34377,118.1529,2020-02-02,246.0
803,Shanghai,Mainland China,31.20327,121.4554,2020-02-02,193.0
804,Shanxi,Mainland China,37.577690000000004,112.2922,2020-02-02,66.0
805,Sichuan,Mainland China,30.617140000000003,102.7103,2020-02-02,254.0
806,Tianjin,Mainland China,39.293620000000004,117.333,2020-02-02,48.0
807,Tibet,Mainland China,30.1534,88.7879,2020-02-02,1.0
808,Xinjiang,Mainland China,41.11981,85.17822,2020-02-02,24.0
809,Yunnan,Mainland China,24.97411,101.4868,2020-02-02,105.0
810,Zhejiang,Mainland China,29.182509999999997,120.0985,2020-02-02,724.0
811,,Thailand,13.7563,100.5018,2020-02-02,19.0
812,,Japan,35.6762,139.6503,2020-02-02,20.0
813,,South Korea,37.5665,126.978,2020-02-02,15.0
814,Taiwan,Taiwan,23.6978,120.9605,2020-02-02,10.0
815,Washington,US,47.7511,-120.74,2020-02-02,1.0
816,Illinois,US,40.6331,-89.3985,2020-02-02,2.0
817,California,US,36.7783,-119.41799999999999,2020-02-02,4.0
818,Arizona,US,34.0489,-111.094,2020-02-02,1.0
819,Macau,Macau,22.1987,113.5439,2020-02-02,8.0
820,Hong Kong,Hong Kong,22.3193,114.1694,2020-02-02,15.0
821,,Singapore,1.3521,103.8198,2020-02-02,18.0
822,,Vietnam,21.0278,105.8342,2020-02-02,6.0
823,,France,46.2276,2.2137,2020-02-02,6.0
824,,Nepal,28.3949,84.124,2020-02-02,1.0
825,,Malaysia,4.2105,101.9758,2020-02-02,8.0
826,Ontario,Canada,43.6532,-79.3832,2020-02-02,3.0
827,British Columbia,Canada,49.2827,-123.12100000000001,2020-02-02,1.0
828,New South Wales,Australia,-33.8688,151.2093,2020-02-02,4.0
829,Victoria,Australia,-37.8136,144.9631,2020-02-02,4.0
830,Queensland,Australia,-27.4698,153.0251,2020-02-02,2.0
831,,Cambodia,12.5657,104.991,2020-02-02,1.0
832,,Sri Lanka,7.8731,80.7718,2020-02-02,1.0
833,Bavaria,Germany,51.1657,10.4515,2020-02-02,10.0
834,,Finland,61.9241,25.7482,2020-02-02,1.0
835,,United Arab Emirates,23.4241,53.8478,2020-02-02,5.0
836,,Philippines,12.8797,121.774,2020-02-02,2.0
837,,India,20.5937,78.9629,2020-02-02,2.0
838,,Italy,41.8719,12.5674,2020-02-02,2.0
839,,UK,55.3781,-3.4360000000000004,2020-02-02,2.0
840,,Russia,61.523999999999994,105.3188,2020-02-02,2.0
841,,Sweden,60.1282,18.6435,2020-02-02,1.0
842,,Spain,40.4637,-3.7492,2020-02-02,1.0
843,South Australia,Australia,-34.9285,138.6007,2020-02-02,2.0
844,"Boston, MA",US,42.3601,-71.0589,2020-02-02,1.0
845,Anhui,Mainland China,31.825709999999997,117.2264,2020-02-03,480.0
846,Beijing,Mainland China,40.18238,116.4142,2020-02-03,212.0
847,Chongqing,Mainland China,30.05718,107.874,2020-02-03,337.0
848,Fujian,Mainland China,26.07783,117.9895,2020-02-03,179.0
849,Gansu,Mainland China,36.0611,103.8343,2020-02-03,55.0
850,Guangdong,Mainland China,23.33841,113.42200000000001,2020-02-03,725.0
851,Guangxi,Mainland China,23.829079999999998,108.7881,2020-02-03,139.0
852,Guizhou,Mainland China,26.81536,106.8748,2020-02-03,56.0
853,Hainan,Mainland China,19.19673,109.7455,2020-02-03,79.0
854,Hebei,Mainland China,38.0428,114.5149,2020-02-03,126.0
855,Heilongjiang,Mainland China,47.861999999999995,127.7622,2020-02-03,155.0
856,Henan,Mainland China,33.882020000000004,113.61399999999999,2020-02-03,675.0
857,Hubei,Mainland China,30.975640000000002,112.2707,2020-02-03,13522.0
858,Hunan,Mainland China,27.610409999999998,111.7088,2020-02-03,521.0
859,Inner Mongolia,Mainland China,44.09448,113.9456,2020-02-03,34.0
860,Jiangsu,Mainland China,32.97027,119.464,2020-02-03,308.0
861,Jiangxi,Mainland China,27.614009999999997,115.7221,2020-02-03,391.0
862,Jilin,Mainland China,43.66657,126.1917,2020-02-03,42.0
863,Liaoning,Mainland China,41.292840000000005,122.6086,2020-02-03,74.0
864,Ningxia,Mainland China,37.26923,106.1655,2020-02-03,31.0
865,Qinghai,Mainland China,35.65945,96.02564,2020-02-03,13.0
866,Shaanxi,Mainland China,35.19165,108.8701,2020-02-03,128.0
867,Shandong,Mainland China,36.34377,118.1529,2020-02-03,270.0
868,Shanghai,Mainland China,31.20327,121.4554,2020-02-03,208.0
869,Shanxi,Mainland China,37.577690000000004,112.2922,2020-02-03,74.0
870,Sichuan,Mainland China,30.617140000000003,102.7103,2020-02-03,254.0
871,Tianjin,Mainland China,39.293620000000004,117.333,2020-02-03,60.0
872,Tibet,Mainland China,30.1534,88.7879,2020-02-03,1.0
873,Xinjiang,Mainland China,41.11981,85.17822,2020-02-03,24.0
874,Yunnan,Mainland China,24.97411,101.4868,2020-02-03,117.0
875,Zhejiang,Mainland China,29.182509999999997,120.0985,2020-02-03,724.0
876,,Thailand,13.7563,100.5018,2020-02-03,19.0
877,,Japan,35.6762,139.6503,2020-02-03,20.0
878,,South Korea,37.5665,126.978,2020-02-03,15.0
879,Taiwan,Taiwan,23.6978,120.9605,2020-02-03,10.0
880,Washington,US,47.7511,-120.74,2020-02-03,1.0
881,Illinois,US,40.6331,-89.3985,2020-02-03,2.0
882,California,US,36.7783,-119.41799999999999,2020-02-03,4.0
883,Arizona,US,34.0489,-111.094,2020-02-03,1.0
884,Macau,Macau,22.1987,113.5439,2020-02-03,8.0
885,Hong Kong,Hong Kong,22.3193,114.1694,2020-02-03,15.0
886,,Singapore,1.3521,103.8198,2020-02-03,18.0
887,,Vietnam,21.0278,105.8342,2020-02-03,8.0
888,,France,46.2276,2.2137,2020-02-03,6.0
889,,Nepal,28.3949,84.124,2020-02-03,1.0
890,,Malaysia,4.2105,101.9758,2020-02-03,8.0
891,Ontario,Canada,43.6532,-79.3832,2020-02-03,3.0
892,British Columbia,Canada,49.2827,-123.12100000000001,2020-02-03,1.0
893,New South Wales,Australia,-33.8688,151.2093,2020-02-03,4.0
894,Victoria,Australia,-37.8136,144.9631,2020-02-03,4.0
895,Queensland,Australia,-27.4698,153.0251,2020-02-03,2.0
896,,Cambodia,12.5657,104.991,2020-02-03,1.0
897,,Sri Lanka,7.8731,80.7718,2020-02-03,1.0
898,Bavaria,Germany,51.1657,10.4515,2020-02-03,10.0
899,,Finland,61.9241,25.7482,2020-02-03,1.0
900,,United Arab Emirates,23.4241,53.8478,2020-02-03,5.0
901,,Philippines,12.8797,121.774,2020-02-03,2.0
902,,India,20.5937,78.9629,2020-02-03,2.0
903,,Italy,41.8719,12.5674,2020-02-03,2.0
904,,UK,55.3781,-3.4360000000000004,2020-02-03,2.0
905,,Russia,61.523999999999994,105.3188,2020-02-03,2.0
906,,Sweden,60.1282,18.6435,2020-02-03,1.0
907,,Spain,40.4637,-3.7492,2020-02-03,1.0
908,South Australia,Australia,-34.9285,138.6007,2020-02-03,2.0
909,"Boston, MA",US,42.3601,-71.0589,2020-02-03,1.0
